ClientID,NoOfVisit,TotalPurchase,Duration,category,survey,member,Sex,Store,InActivePeriod
130589,6,2208.05,57,Loyal 1,Gift Coupon - Internal,0,F,214,3
130611,1,168.54,0,Walkin 1,Reference,0,M,214,359
130619,1,2033.71,0,Walkin 1,Reference,0,M,214,200
130643,1,1191.03,0,Walkin 1,Reference,0,M,214,216
130657,1,264.05,0,Walkin 1,Reference,0,M,214,246
130665,1,123.6,0,Walkin 1,Signage,0,F,214,208
130684,1,146.07,0,Walkin 1,Reference,0,F,214,146
130686,2,1084.27,59,Repeat 1,Reference,0,M,214,94
130726,7,3342.08,360,Freq 1,Reference,1,F,214,19
130756,1,179.78,0,Walkin 1,Reference,0,M,214,134
130773,1,235.96,0,Walkin 1,Reference,0,M,214,466
130844,5,1004.5,169,Loyal 1,Reference,1,F,214,286
130847,3,191.01,51,Loyal 1,Reference,0,F,214,418
130850,1,179.78,0,Walkin 1,Reference,0,M,214,215
130870,21,9726.01,277,Loyal 1,Reference,1,M,214,22
130884,1,22.47,0,Walkin 1,Reference,0,M,214,442
130922,7,1372.53,296,Regular 1,Reference,1,M,214,34
130923,2,387.64,180,Repeat 1,Reference,1,M,214,197
130948,1,28.09,0,Walkin 1,Others,0,M,214,417
130954,1,123.6,0,Walkin 1,Reference,0,F,214,459
130963,1,882.03,0,Walkin 1,Others,0,M,214,380
130969,1,4146.08,0,Walkin 1,Signage,1,F,214,198
130971,1,292.13,0,Walkin 1,Reference,0,M,214,407
130979,1,140.45,0,Repeat 1,Signage,0,F,214,395
130992,3,3021.36,,,,1,F,214,323
131022,4,1330.35,181,Regular 1,Reference,1,M,214,86
131034,2,1466.29,244,Repeat 1,Reference,0,F,214,159
131040,12,2096.54,418,Loyal 1,Reference,1,M,214,26
131053,2,365.17,302,Repeat 1,Signage,0,F,214,164
131078,1,95.51,0,Walkin 1,Signage,0,M,214,458
131085,1,146.07,0,Walkin 1,Reference,0,M,214,253
131095,1,235.96,0,Walkin 1,Reference,0,M,214,349
131099,1,56.18,0,Walkin 1,Signage,0,F,214,365
131109,1,102.6,0,Walkin 1,Reference,0,F,214,31
131127,4,721.74,182,Regular 1,Reference,0,M,214,38
131134,13,5579.47,391,Regular 1,Others,1,M,214,72
131145,1,22.47,0,Walkin 1,Signage,0,M,214,384
131166,11,6670.3,371,Regular 1,Reference,1,F,214,62
131213,3,1384,250,Repeat 1,Reference,0,F,214,187
131246,1,426.97,0,Walkin 1,Reference,0,M,214,138
131281,2,1561.8,0,Repeat 1,Reference,0,F,214,83
131318,2,264.04,289,Repeat 1,Reference,0,F,214,171
131333,1,3151.7,0,Walkin 1,Reference,0,F,214,176
131420,3,717.98,35,Repeat 1,Reference,1,M,214,105
131477,2,347.19,0,Walkin 1,Reference,0,M,214,156
131498,1,146.07,0,Walkin 1,Signage,0,M,214,88
131544,3,528.1,302,Repeat 1,Reference,0,M,214,80
131556,1,1235.96,0,Walkin 1,Reference,0,M,214,371
131575,3,6459.85,197,Repeat 1,Reference,1,F,214,39
131597,13,2090.92,463,Loyal 1,Reference,1,M,214,6
131610,1,1370.79,0,Repeat 1,Reference,0,M,214,331
131611,3,994.39,139,Repeat 1,Reference,0,F,214,127
131666,1,179.78,0,Walkin 1,Others,0,M,214,147
131678,1,758.43,0,Walkin 1,Reference,0,F,214,334
131793,1,235.96,0,Walkin 1,Signage,0,M,214,379
131823,6,471.92,394,Freq 1,Reference,1,M,214,61
131846,2,84.27,33,Repeat 1,Reference,0,F,214,339
131901,4,1100.38,406,Repeat 1,Reference,1,M,214,15
131917,1,1455.06,0,Walkin 1,Reference,0,F,214,127
131938,1,179.78,0,Walkin 1,Others,0,M,214,238
131978,1,387.6,0,Walkin 1,Reference,0,M,214,14
132007,3,880.9,59,Repeat 1,Reference,1,M,214,375
132014,4,3682.2,23,Loyal 1,Reference,0,M,214,0
132027,1,39.33,0,Walkin 1,Others,0,M,214,229
132060,1,56.18,0,Repeat 1,Signage,0,M,214,369
132069,7,3502.17,43,Loyal 1,Reference,1,F,214,11
132074,1,179.78,0,Walkin 1,Reference,0,M,214,156
132083,3,348.32,292,Repeat 1,Reference,1,M,214,163
132116,3,839.52,152,Repeat 1,Reference,1,M,214,10
132173,1,33.71,0,Walkin 1,Reference,0,F,214,221
132198,1,140.45,0,Walkin 1,Reference,0,M,214,348
132203,2,438.2,47,Regular 1,Reference,0,M,214,414
132212,1,78.66,0,Walkin 1,Reference,0,F,214,301
132226,3,1206.75,68,Repeat 1,Reference,1,M,214,162
132238,1,28.09,0,Walkin 1,Reference,0,F,214,372
132301,1,33.71,0,Walkin 1,Reference,0,M,214,128
132303,5,1765.46,33,Loyal 1,Reference,1,F,214,438
132304,3,2729.23,103,Repeat 1,Reference,1,M,214,125
132315,1,39.33,0,Walkin 1,Reference,0,F,214,135
132344,1,2191.02,0,Walkin 1,Signage,0,F,214,266
132405,2,2173.04,0,Repeat 1,Reference,1,M,214,224
132420,2,3646.08,233,Repeat 1,Reference,0,M,214,175
132457,1,280.9,0,Walkin 1,Reference,0,M,214,164
132516,1,650.01,0,Walkin 1,Others,0,F,214,281
132530,2,117.99,43,Repeat 1,Reference,0,F,214,161
132536,1,1106.74,0,Walkin 1,Reference,0,M,214,177
132539,2,825.84,0,Repeat 1,Signage,0,F,214,166
132540,1,525.01,0,Walkin 1,Signage,0,F,214,399
132547,2,1466.3,0,Repeat 1,Reference,0,F,214,296
132575,12,4134.52,334,Loyal 1,Reference,1,F,214,17
132577,1,1235.96,0,Walkin 1,Reference,0,F,214,443
132632,2,1191.51,128,Walkin 1,Reference,0,F,214,13
132651,9,5099.48,162,Loyal 1,Reference,1,M,214,13
132662,1,595.51,0,Walkin 1,Reference,0,M,214,327
132683,1,359.55,0,Walkin 1,Reference,0,M,214,461
132686,2,1673.04,0,Repeat 1,Reference,1,F,214,277
132724,1,983.15,0,Walkin 1,Signage,0,F,214,382
132739,1,2977.54,0,Walkin 1,Reference,0,F,214,448
132756,4,961.75,40,Loyal 1,Reference,0,F,214,9
132767,7,4970.89,100,Loyal 1,Reference,1,M,214,7
132785,1,5472,0,Walkin 1,Reference,0,F,214,17
132890,1,56.18,0,Walkin 1,Signage,0,F,214,420
132936,1,3117.99,0,Walkin 1,Reference,0,M,214,207
132940,2,328.54,0,Walkin 1,Reference,0,F,214,333
132946,4,2296.64,186,Loyal 1,Reference,1,F,214,181
132958,1,134.83,0,Walkin 1,Signage,0,F,214,179
132961,3,909.72,0,Repeat 1,EXISTING CLIENTS,0,F,214,8
133004,3,438.21,186,Repeat 1,Others,0,M,214,169
133023,3,963.22,62,Repeat 1,Reference,0,M,214,210
133026,1,758.43,0,Walkin 1,Reference,0,F,214,411
133057,1,2515.01,0,Walkin 1,Reference,0,F,214,62
133067,1,370.78,0,Walkin 1,Reference,0,M,214,468
133087,1,89.89,0,Walkin 1,Signage,0,F,214,94
133098,2,288.9,126,Repeat 1,Signage,0,M,214,39
133109,4,2084.28,343,Repeat 1,EXISTING CLIENTS,1,M,214,107
133110,1,168.54,0,Walkin 1,Reference,0,M,214,407
133111,1,235.95,0,Repeat 1,Signage,0,M,214,470
133187,4,1398.89,11,Loyal 1,Reference,1,F,214,374
133221,1,179.78,0,Walkin 1,Reference,0,F,214,109
133222,3,758.43,180,Repeat 1,Reference,0,M,214,149
133310,1,101.12,,,,1,F,214,315
133313,1,342.7,0,Walkin 1,Reference,0,M,214,239
133319,1,89.89,0,Walkin 1,Reference,0,F,214,470
133326,1,797.76,0,Walkin 1,Others,0,F,214,70
133371,1,1890.01,0,Walkin 1,Others,0,F,214,195
133399,3,1946.52,115,Repeat 1,Reference,0,F,214,356
133437,1,28.09,0,Walkin 1,Signage,0,F,214,405
133452,2,292.14,61,Repeat 1,Signage,1,M,214,157
133470,1,337.08,0,Repeat 1,Signage,0,M,214,390
133495,13,3799.77,366,Loyal 1,Signage,1,F,214,32
133534,3,11304.52,75,Repeat 1,Reference,1,F,214,279
133544,1,219.1,0,Repeat 1,Others,0,M,214,410
133552,11,9817.78,217,Loyal 1,Reference,1,M,214,17
133583,4,1702.25,0,Loyal 1,News Paper,0,F,214,50
133608,1,168.54,0,Walkin 1,Signage,0,M,214,406
133619,1,2803.38,0,Walkin 1,Signage,0,F,214,141
133626,1,61.8,0,Walkin 1,Reference,0,F,214,394
133648,1,3101.13,,,,0,F,214,308
133658,1,404.49,0,Walkin 1,Signage,0,M,214,126
133693,1,522.48,0,Walkin 1,Reference,0,M,214,100
133707,2,157.3,32,Regular 1,Reference,1,M,214,426
133775,1,174.16,0,Walkin 1,Reference,0,F,214,152
133796,2,1824.73,0,Walkin 1,Reference,1,M,214,133
133870,1,292.14,0,Repeat 1,Signage,0,M,214,393
133911,1,780.9,0,Walkin 1,Reference,0,M,214,17
133915,11,12569.9,410,Loyal 1,Reference,1,F,214,65
133966,1,78.66,0,Walkin 1,EXISTING CLIENTS,0,M,214,304
133996,3,209.1,140,Repeat 1,Signage,0,M,214,10
134006,4,4830.35,19,Loyal 1,Reference,1,F,214,163
134010,,,,,,,,214,229
134046,1,179.78,0,Walkin 1,Reference,0,M,214,83
134052,1,44.94,0,Repeat 1,Reference,1,F,214,466
134086,1,224.72,0,Repeat 1,Reference,1,M,214,376
134088,1,146.07,0,Walkin 1,Signage,0,M,214,95
134112,4,757.3,43,Loyal 1,Reference,1,F,214,338
134124,5,7433.4,386,Repeat 1,Reference,0,M,214,9
134136,1,2584.28,0,Walkin 1,Reference,0,M,214,449
134145,1,1800.01,0,Walkin 1,Reference,0,M,214,189
134227,1,1028.09,0,Walkin 1,Reference,0,M,214,87
134238,1,168.54,0,Walkin 1,Others,0,M,214,364
134297,1,533.71,0,Walkin 1,Reference,0,F,214,334
134382,1,2803.4,0,Walkin 1,Reference,0,F,214,220
134385,1,39.33,0,Walkin 1,Reference,0,F,214,301
134395,1,382.02,0,Walkin 1,Signage,0,M,214,166
134397,6,970.8,172,Regular 1,Reference,1,M,214,102
134433,1,56.18,0,Walkin 1,Reference,0,M,214,427
134444,1,106.74,0,Repeat 1,Signage,0,M,214,366
134500,12,427.57,408,Regular 1,Signage,0,M,214,34
134528,10,26739.93,247,Regular 1,Reference,1,F,214,0
134536,1,179.78,0,Walkin 1,Reference,0,M,214,51
134577,3,1741.61,111,Repeat 1,Reference,1,F,214,11
134649,1,280.9,0,Walkin 1,Reference,0,M,214,426
134670,1,1073.05,0,Walkin 1,Others,0,F,214,468
134716,1,264.05,0,Walkin 1,Reference,0,F,214,99
134740,5,17195.58,18,Loyal 1,Reference,1,F,214,421
134772,1,123.6,0,Walkin 1,Reference,0,M,214,231
134775,2,93.09,0,Repeat 1,Reference,0,F,214,442
134824,2,316.92,0,Repeat 1,Reference,1,F,214,20
134836,1,179.78,0,Walkin 1,Others,0,M,214,177
134842,1,275.28,0,Walkin 1,Reference,0,M,214,383
134858,1,490,0,Walkin 1,Pamphlets,0,M,214,35
134895,2,2274.17,0,Repeat 1,Reference,0,F,214,84
134898,1,179.78,0,Walkin 1,Reference,0,M,214,80
134908,3,219.11,361,Repeat 1,News Paper,0,F,214,85
134925,2,2096.14,0,Repeat 1,Reference,0,M,214,107
134931,1,342,0,Walkin 1,Others,0,F,214,24
134932,1,123.6,0,Walkin 1,Others,0,F,214,234
134940,2,1533.72,104,Repeat 1,Reference,1,M,214,106
134943,1,292.14,,,,0,F,214,315
134959,6,644.94,98,Loyal 1,Reference,1,F,214,293
134995,5,1078.08,218,Regular 1,Reference,0,M,214,115
135006,1,887.64,0,Walkin 1,Reference,0,M,214,455
135019,1,4544.96,0,Walkin 1,Signage,0,M,214,411
135029,1,68.4,0,Walkin 1,Reference,0,M,214,36
135030,11,12849.5,115,Loyal 1,Reference,0,F,214,157
135103,1,2022.48,0,Walkin 1,Reference,0,F,214,188
135117,3,1717.98,38,Repeat 1,Reference,1,F,214,119
135247,4,7022.5,218,Freq 1,Signage,0,F,214,147
135251,1,179.78,0,Walkin 1,Others,0,F,214,57
135275,17,19265.45,331,Loyal 1,Reference,1,M,214,23
135285,2,350.8,100,Repeat 1,Reference,1,M,214,39
135308,2,1230.34,4,Repeat 1,Others,0,F,214,231
135312,1,758.43,0,Walkin 1,Reference,0,M,214,344
135322,1,353.93,0,Walkin 1,Reference,0,M,214,244
135324,1,2039.34,0,Walkin 1,Signage,0,F,214,79
135331,1,1865.18,,,,0,M,214,321
135384,4,26364.09,44,Regular 1,Gift Coupon - Internal,0,F,214,37
135409,1,22.47,0,Walkin 1,Reference,0,F,214,354
135411,2,646.08,61,Repeat 1,Reference,0,M,214,106
135415,3,3286.53,279,Repeat 1,Reference,0,F,214,187
135457,3,612.94,327,Repeat 1,Reference,0,F,214,0
135461,5,675.32,384,Regular 1,Others,0,M,214,39
135496,1,28.09,0,Walkin 1,Reference,0,F,214,446
135505,8,1278.44,230,Loyal 1,Reference,1,M,214,4
135515,1,1449.44,0,Walkin 1,Signage,0,F,214,386
135518,1,67.42,0,Walkin 1,Others,0,M,214,447
135520,1,179.78,0,Repeat 1,Others,0,M,207,113
135566,2,410.12,64,Repeat 1,Reference,0,M,214,122
135576,3,191.59,190,Repeat 1,Reference,0,M,214,11
135591,3,713.5,,,,0,M,214,308
135633,1,67.42,0,Repeat 1,Reference,0,M,214,457
135640,5,901.52,229,Freq 1,Others,0,M,214,6
135679,1,921.35,0,Walkin 1,Reference,0,M,214,203
135697,18,4150.59,344,Loyal 1,Reference,1,M,214,100
135741,4,3289.12,11,Loyal 1,Reference,0,F,214,367
135760,1,78.66,0,Walkin 1,Signage,0,F,214,265
135811,8,1871.93,131,Loyal 1,Reference,1,M,214,2
135856,1,376.41,0,Walkin 1,Signage,0,M,214,333
135875,1,921.35,0,Walkin 1,Others,0,M,214,454
135897,1,179.78,0,Repeat 1,Reference,0,M,214,253
135898,1,353.93,0,Walkin 1,Others,0,F,214,78
135917,1,168.54,0,Repeat 1,Signage,0,M,214,465
135924,1,168.54,0,Repeat 1,Reference,0,M,214,435
135942,2,6091.02,0,Repeat 1,Reference,1,F,214,39
136010,3,1740.75,166,Repeat 1,Signage,0,F,214,21
136037,5,7633.74,,,,1,M,214,168
136124,1,269.66,0,Walkin 1,Signage,0,M,214,351
136131,1,182.4,0,Walkin 1,Reference,0,M,214,16
136160,3,1003.65,310,Repeat 1,Reference,0,F,214,127
136182,1,179.78,0,Walkin 1,Reference,0,M,214,126
136197,4,696.64,220,Regular 1,Others,0,M,214,189
136208,2,247.2,,,,0,F,214,279
136237,1,525.01,0,Walkin 1,Others,0,M,214,199
136326,4,5284.06,144,Loyal 1,Others,0,F,214,295
136333,2,959.55,0,Walkin 1,Reference,0,F,214,150
136347,2,1897.76,0,Repeat 1,Reference,0,M,214,92
136348,1,28.09,0,Repeat 1,Reference,0,M,214,445
136385,9,606.77,171,Loyal 1,Signage,0,F,214,56
136438,1,174.16,0,Walkin 1,Reference,0,M,214,221
136458,2,404.5,41,Repeat 1,Reference,0,M,214,135
136475,1,477.53,0,Walkin 1,Reference,0,M,214,421
136476,7,5570.88,382,Regular 1,Reference,1,M,214,49
136483,1,1065.9,0,Walkin 1,Others,1,M,214,39
136485,1,1780.91,0,Walkin 1,Reference,0,F,214,84
136529,15,13277.1,386,Regular 1,Reference,0,M,214,14
136533,1,292.14,0,Walkin 1,Reference,0,M,214,78
136568,1,162.92,0,Walkin 1,Others,0,F,214,325
136592,1,168.54,0,Walkin 1,Reference,0,M,214,349
136595,3,842.7,,,,0,F,214,55
136619,1,1890.01,0,Walkin 1,EXISTING CLIENTS,0,M,214,393
136661,4,15677.59,4,Loyal 1,Reference,0,F,214,134
136673,2,264.04,240,Repeat 1,Reference,0,F,214,106
136776,5,11648.13,1,Loyal 1,Reference,1,F,214,12
136836,1,8022.5,0,Walkin 1,Reference,0,F,214,186
136845,1,78.65,,,,0,F,214,306
136862,1,168.54,0,Walkin 1,Reference,0,M,214,344
136877,8,1223.6,137,Loyal 1,Reference,1,M,214,233
136882,2,381.73,0,Repeat 1,Reference,0,F,214,453
136930,2,2088.77,0,Repeat 1,Reference,1,F,214,374
136933,1,337.08,0,Walkin 1,Others,0,M,214,470
136965,4,9243.32,32,Loyal 1,News Paper,1,M,214,21
136985,3,2299.5,0,Repeat 1,Others,0,M,214,348
137014,5,1943.83,280,Freq 1,EXISTING CLIENTS,0,M,214,179
137020,2,1337.09,103,Repeat 1,Gift Coupon - External,0,F,214,291
137040,1,28.09,0,Walkin 1,Others,0,M,214,381
137068,1,235.96,0,Walkin 1,Reference,0,M,214,349
137108,1,297.75,0,Walkin 1,Reference,0,F,214,127
137118,1,471.92,0,Walkin 1,Reference,0,M,214,166
137144,1,101.12,0,Walkin 1,Signage,1,F,214,104
137149,1,337.08,0,Walkin 1,Reference,0,M,214,434
137152,1,2134.84,,,,0,M,214,317
137202,4,1294.63,57,Loyal 1,Signage,1,M,214,37
137267,1,179.78,,,,0,F,214,313
137292,5,1235.97,103,Loyal 1,Reference,1,M,214,283
137298,2,213.49,65,Repeat 1,Reference,1,M,214,164
137320,1,505.61,0,Walkin 1,Reference,0,F,214,293
137339,1,179.78,0,Walkin 1,Signage,0,F,214,159
137348,6,903.4,214,Loyal 1,Reference,1,F,214,75
137352,2,415.73,52,Repeat 1,Reference,0,M,214,312
137384,4,4017.72,188,Regular 1,Reference,1,F,214,29
137393,5,605.62,293,Freq 1,Reference,1,F,214,93
137420,1,584.27,0,Walkin 1,Reference,0,M,214,356
137430,3,9403.11,2,Repeat 1,Reference,0,F,214,20
137448,4,3387.89,48,Walkin 1,Reference,0,M,214,14
137457,2,359.56,10,Repeat 1,Others,0,M,214,243
137468,3,431.47,184,Repeat 1,Reference,1,F,214,283
137476,8,12296.97,301,Regular 1,Reference,1,F,214,29
137530,1,33.71,0,Freq 1,Reference,1,M,214,287
137540,1,162.92,0,Walkin 1,Reference,0,M,214,147
137584,4,2348.32,357,Freq 1,Signage,0,F,214,69
137636,2,661.8,0,Walkin 1,Reference,1,M,214,223
137641,1,56.18,0,Walkin 1,Reference,0,F,214,374
137643,1,303.38,0,Walkin 1,Others,0,F,214,267
137672,1,168.54,0,Walkin 1,EXISTING CLIENTS,0,F,214,381
137691,3,505.63,76,Repeat 1,Reference,0,M,214,159
137692,1,179.78,0,Walkin 1,Reference,0,M,214,94
137713,2,280.9,33,Regular 1,Reference,1,F,214,415
137777,2,3234.84,0,Repeat 1,Reference,1,F,214,56
137779,6,1487.64,256,Loyal 1,EXISTING CLIENTS,1,F,214,193
137828,1,314.61,0,Walkin 1,Reference,0,F,214,97
137834,1,78.66,0,Walkin 1,EXISTING CLIENTS,0,F,214,130
137859,3,370.8,100,Repeat 1,Reference,0,M,214,145
137864,2,292.14,71,Walkin 1,Signage,0,M,214,123
137899,9,4080.63,333,Freq 1,Reference,0,M,214,39
137912,1,39.33,0,Walkin 1,Reference,0,F,214,183
137918,1,182.4,0,Walkin 1,Reference,0,M,214,22
137944,1,455.06,0,Walkin 1,Reference,0,M,214,112
137979,5,825.97,445,Repeat 1,Reference,0,M,214,27
138019,1,589.89,0,Walkin 1,Reference,0,F,214,212
138037,1,168.54,0,Walkin 1,Reference,0,M,214,354
138058,1,539.34,,,,0,M,214,309
138071,1,182.4,0,Walkin 1,Reference,0,M,214,32
138086,2,348.32,380,Walkin 1,Signage,0,M,214,63
138112,1,1016.85,0,Walkin 1,Events,0,F,214,106
138118,1,275.28,0,Walkin 1,Reference,0,F,214,59
138154,1,168.54,0,Walkin 1,Signage,0,M,214,452
138204,2,1028.1,125,Repeat 1,Reference,0,M,214,217
138212,4,5618.01,117,Regular 1,Reference,0,F,214,130
138229,7,8495.96,140,Loyal 1,Reference,1,F,214,36
138258,1,1297.76,0,Walkin 1,Others,0,F,214,235
138315,1,337.08,0,Walkin 1,Signage,0,M,214,449
138323,3,1255.13,447,Walkin 1,Signage,1,F,214,2
138367,3,522.49,120,Repeat 1,Others,0,M,214,51
138379,1,750,0,Repeat 1,Others,0,M,214,393
138393,1,39.33,0,Walkin 1,Reference,0,M,214,254
138423,2,3140.46,46,Repeat 1,Reference,0,F,214,346
138453,1,6443.84,0,Walkin 1,Reference,0,M,214,303
138470,7,2443,251,Loyal 1,Reference,0,M,214,0
138482,1,22.47,0,Freq 1,Reference,1,F,214,428
138541,3,1651.69,66,Repeat 1,Others,0,M,214,374
138557,1,247.19,0,Freq 1,Reference,1,M,214,356
138568,2,2505.63,43,Repeat 1,Reference,0,F,214,164
138602,6,3841.59,366,Freq 1,Reference,1,F,214,50
138626,2,134.84,10,Repeat 1,Reference,0,M,214,260
138640,6,1691.02,112,Loyal 1,Signage,0,M,214,273
138649,1,134.83,,,,0,M,214,315
138703,9,2505.66,274,Regular 1,Reference,0,F,214,168
138722,1,799.98,0,Walkin 1,Reference,0,F,214,181
138737,4,841.58,119,Regular 1,Reference,1,M,214,89
138741,1,303.38,0,Walkin 1,Signage,0,M,214,163
138742,2,1695.51,0,Walkin 1,Reference,0,F,214,231
138747,2,353.94,37,Repeat 1,Reference,1,F,214,57
138754,4,960.69,379,Repeat 1,Reference,0,M,214,49
138794,2,1114.9,0,Repeat 1,Reference,0,M,214,211
138801,1,466.29,0,Walkin 1,Reference,0,F,214,145
138807,1,302.1,0,Walkin 1,Others,0,F,214,28
138822,2,95.51,109,Repeat 1,Others,0,F,214,360
138839,1,168.54,0,Walkin 1,Reference,0,M,214,328
138851,1,39.33,0,Walkin 1,Reference,0,F,214,215
138900,1,146.07,0,Walkin 1,EXISTING CLIENTS,0,M,214,295
138955,2,446.45,91,Repeat 1,Signage,0,M,214,39
138957,4,3337.67,304,Loyal 1,Signage,0,F,214,26
138978,1,168.54,0,Walkin 1,Signage,0,M,214,434
139017,4,993.26,157,Regular 1,Signage,1,F,214,235
139027,1,337.08,0,Walkin 1,Reference,0,M,214,399
139067,3,348.81,205,Repeat 1,Signage,0,M,214,0
139094,5,685.4,112,Regular 1,Others,0,F,214,238
139101,3,6300.4,139,Repeat 1,Signage,0,M,214,21
139153,4,16672.98,204,Regular 1,Reference,0,F,214,53
139158,1,353.93,0,Walkin 1,Signage,0,M,214,93
139161,3,1095.01,72,Repeat 1,Reference,0,F,214,210
139169,2,707.86,0,Repeat 1,Reference,0,M,214,151
139198,1,168.54,0,Walkin 1,Reference,0,M,214,470
139200,1,280.9,0,Walkin 1,Reference,0,F,214,419
139245,1,303.38,0,Walkin 1,Reference,0,M,214,209
139288,1,28.09,0,Walkin 1,Reference,0,M,214,346
139307,1,179.78,0,Walkin 1,Others,0,F,214,206
139350,1,28.09,0,Walkin 1,Signage,0,M,214,371
139372,1,78.65,0,Walkin 1,Reference,0,F,214,138
139374,4,11101.32,0,Loyal 1,Reference,1,M,214,39
139414,2,511.25,0,Repeat 1,Reference,0,M,214,75
139440,1,730.34,0,Walkin 1,Reference,0,F,214,381
139462,4,724.36,210,Regular 1,Reference,0,M,214,8
139465,3,1589.9,0,Repeat 1,Reference,0,M,214,49
139500,6,10812.51,199,Freq 1,Reference,0,F,214,100
139510,1,2848.32,0,Walkin 1,Reference,0,F,214,91
139525,2,213.48,46,Regular 1,Reference,1,F,214,370
139549,2,3021.36,0,Repeat 1,Reference,1,F,214,280
139587,4,3439.37,113,Regular 1,Reference,0,F,214,7
139596,3,398.89,140,Repeat 1,Signage,1,M,214,70
139631,1,404.5,0,Walkin 1,Others,0,F,214,131
139636,1,415.73,0,Walkin 1,Others,0,M,214,465
139652,1,168.54,0,Walkin 1,Reference,0,M,214,361
139680,12,22998.39,384,Loyal 1,Reference,1,F,214,72
139709,1,241.58,0,Walkin 1,Reference,0,M,214,238
139754,1,202.24,0,Walkin 1,Reference,0,F,214,361
139763,1,556.18,0,Walkin 1,Others,0,M,214,218
139785,1,280.9,0,Repeat 1,Signage,0,F,214,418
139856,1,34.2,0,Walkin 1,Reference,0,M,214,24
139863,1,3067.43,0,Walkin 1,EXISTING CLIENTS,0,F,214,411
139945,6,855.76,204,Loyal 1,Reference,0,F,214,29
139987,1,134.83,0,Walkin 1,Reference,0,F,214,84
139996,2,1071.92,0,Repeat 1,Reference,1,F,214,62
140018,4,786.51,56,Loyal 1,Reference,0,M,214,345
140031,2,5727,2,Repeat 1,Reference,0,F,214,203
140040,1,33.71,0,Walkin 1,Reference,0,F,214,476
140083,1,28.09,,,,0,F,214,314
140142,6,2841.59,,,,1,M,214,113
140168,1,505.62,0,Walkin 1,Others,0,F,214,352
140179,4,1634.84,291,Regular 1,Signage,0,M,214,56
140184,2,2219.11,0,Repeat 1,EXISTING CLIENTS,0,F,214,444
140258,1,292.14,0,Walkin 1,Signage,0,M,214,196
140263,1,165.3,0,Walkin 1,Signage,0,M,214,28
140382,1,22.47,0,Repeat 1,Reference,1,F,214,420
140405,1,280.9,0,Walkin 1,Reference,0,F,214,333
140440,1,168.54,0,Walkin 1,Reference,0,M,214,374
140465,5,1271.8,421,Loyal 1,Signage,0,M,214,30
140483,4,4717.99,86,Loyal 1,Reference,1,F,214,378
140499,6,589.91,254,Freq 1,Reference,0,F,214,101
140500,11,6170.71,407,Freq 1,Reference,0,M,214,17
140597,4,651.7,205,Regular 1,Reference,0,M,214,63
140603,2,477.53,62,Repeat 1,Reference,0,M,214,308
140611,9,5973.34,236,Freq 1,Reference,1,M,214,91
140618,2,191.02,300,Repeat 1,Signage,0,F,214,147
140666,1,123.6,0,Walkin 1,Signage,0,M,214,149
140724,1,359.55,0,Walkin 1,Signage,0,M,214,142
140763,2,3558.56,0,Walkin 1,Reference,0,M,214,140
140825,8,1212.36,343,Regular 1,Reference,1,F,214,120
140835,28,35237.29,439,Loyal 1,Reference,1,F,214,7
140852,2,1588.02,0,Repeat 1,News Paper,1,F,214,36
140866,3,2039.9,19,Repeat 1,Reference,0,M,214,2
140869,1,179.78,0,Walkin 1,Reference,0,M,214,259
140902,1,146.07,0,Walkin 1,Others,0,F,214,294
140947,1,101.12,0,Walkin 1,Reference,0,M,214,154
140949,1,123.6,0,Walkin 1,Reference,0,M,214,246
140956,4,2782.06,43,Loyal 1,Others,0,M,214,166
140957,1,168.54,0,Repeat 1,Reference,0,M,214,419
140974,1,247.2,0,Walkin 1,Reference,0,F,214,194
140983,4,1397.77,388,Repeat 1,EXISTING CLIENTS,1,F,214,62
140985,2,543.82,0,Repeat 1,Reference,1,F,214,379
141047,1,1056.19,0,Walkin 1,Others,0,F,214,232
141059,1,264.05,0,Walkin 1,Signage,0,M,207,246
141081,1,252.81,,,,0,M,214,312
141150,3,1775.3,287,Repeat 1,Reference,0,F,214,64
141160,7,6015.66,148,Loyal 1,Reference,1,M,214,9
141191,1,2050.57,0,Walkin 1,Others,0,F,214,463
141215,3,1606.75,89,Loyal 1,Reference,1,F,214,370
141233,2,455.06,108,Repeat 1,Signage,1,M,214,154
141284,1,297.75,0,Walkin 1,Reference,0,F,214,252
141293,1,179.78,0,Walkin 1,EXISTING CLIENTS,0,M,214,201
141297,2,1345.57,0,Walkin 1,Reference,0,F,214,237
141303,2,202.25,322,Repeat 1,Reference,0,F,214,121
141356,1,528.09,0,Walkin 1,Reference,0,F,214,260
141364,1,213.49,0,Repeat 1,Signage,0,F,214,278
141441,3,654.32,174,Repeat 1,Reference,0,M,214,15
141486,3,151.7,52,Repeat 1,Others,0,F,214,159
141492,1,148.2,0,Walkin 1,Reference,0,M,214,11
141604,6,981.79,206,Loyal 1,Others,1,F,214,39
141648,1,39.33,0,Walkin 1,Signage,0,M,214,72
141662,2,224.72,75,Regular 1,Signage,0,M,214,337
141672,1,123.6,0,Walkin 1,Reference,0,F,214,112
141693,1,1848.32,0,Walkin 1,Signage,0,F,214,476
141705,2,2392.14,0,Walkin 1,Signage,0,F,214,245
141734,2,337.08,12,Repeat 1,Banners,0,F,214,394
